Geo Hierarchy - Geo;Geo Hierarchy - Country;Call Center;Case Number;Case Status;Case Created On Date;Completion Date;Agent Name;Service Account;Agreement Type;Problem Code Category;Problem Code;Resolution Code;Product Family;Model Name;Origin;First Work Order Number;Work Order Number;Work Order Address;Serial Number;# of TSC Break Fix Resolved Cases;# of Service Fix Resolved Cases
North America;Canada;Call Center : Rabat CA;CAS-4521878-T6C3G0;Resolved;28/01/2025;28/01/2025;Soufiane El hachmi;Alberta Health Services;MPS;Intervention Messages;Load Paper;;MS63x;MS632dwe;HDIS;;;;460242730733K;1;0
North America;Canada;Call Center : Rabat CA;CAS-4511891-J7R0C2;Resolved;24/01/2025;24/01/2025;Soufiane El hachmi;Alberta Health Services;MPS;Intervention Messages;Load Paper;;MS63x;MS632dwe;HDIS;;;;460242730733R;1;0
North America;Canada;Call Center : Rabat CA;CAS-4573410-D5Z6C1;Resolved;12/02/2025;12/02/2025;Adam Es-Salmi;Alberta Health Services;MPS;Intervention Messages;Load Paper;;CS41x;CS410dn;HDIS;;;;50270494514TR;1;0
North America;Canada;Call Center : Rabat CA;CAS-4635878-J6T9B0;Resolved;04/03/2025;04/03/2025;Ayman Elassal;Alberta Health Services;MPS;Intervention Messages;Load Paper;;CS51x;X954dhe;HDIS;;;;502740945R5ZG;1;0
North America;Canada;Call Center : Rabat CA;CAS-4713711-V2Z6K0;Resolved;26/03/2025;26/03/2025;Amine Ennajih;Alberta Health Services;MPS;Intervention Messages;Load Paper;;CS51x;X954dhe;HDIS;;;;502740945R5ZG;1;0
North America;Canada;Call Center : Rabat CA;CAS-4714077-G7Q2Y8;Resolved;26/03/2025;26/03/2025;Adam Es-Salmi;Alberta Health Services;MPS;Intervention Messages;Load Paper;;CS51x;X954dhe;HDIS;;;;502740945R5ZG;1;0
North America;Canada;Call Center : Rabat CA;CAS-4511902-V7B4R2;Resolved;24/01/2025;24/01/2025;Ayman Elassal;Alberta Health Services;MPS;Intervention Messages;Load Paper;;CS62x;CS622de;HDIS;;;;502923203RG3P;1;0
North America;Canada;Call Center : Rabat CA;CAS-4548054-M1J8G3;Resolved;05/02/2025;05/02/2025;Ayman Elassal;Alberta Health Services;MPS;Intervention Messages;Load Paper;;CS53x;CS531dw;HDIS;;;;5031417030Y77;1;0
North America;Canada;Call Center : Rabat CA;CAS-4547906-G0S2G8;Resolved;05/02/2025;05/02/2025;Mohammed El Hachimi;Alberta Health Services;MPS;Intervention Messages;Load Paper;;CS53x;CS531dw;HDIS;;;;5031424031315;1;0
North America;Canada;Call Center : Rabat CA;CAS-4522464-D0T8K8;Resolved;28/01/2025;29/01/2025;Hicham Imam;Alberta Health Services;MPS;Intervention Messages;Load Paper;;CS53x;CS531dw;HDIS;;;;50314310317RR;1;0
North America;Canada;Call Center : Rabat CA;CAS-4623860-D7B5S4;Resolved;27/02/2025;27/02/2025;Hicham Imam;Alberta Health Services;MPS;Intervention Messages;Load Paper;;C95x;C950de;HDIS;;;;5058100206151;1;0
North America;Canada;Call Center : Rabat CA;CAS-4480107-S1K9P8;Resolved;15/01/2025;15/01/2025;Amine Ennajih;Alberta Health Services;MPS;Intervention Messages;Load Paper;;C79x;C792dte;HDIS;;;;5062199473X51;1;0
North America;Canada;Call Center : Rabat CA;CAS-4525623-D0R6P1;Resolved;29/01/2025;29/01/2025;Lamyae Belghali;Alberta Health Services;MPS;Intervention Messages;Load Paper;;MX51x;MX511de;HDIS;;;;701544HH0DVMP;1;0
North America;Canada;Call Center : Rabat CA;CAS-4553996-Z0T8F2;Resolved;06/02/2025;06/02/2025;Walid Talbi;Alberta Health Services;MPS;Intervention Messages;Load Paper;;MX51x;MX511de;HDIS;;;;701544HH0DWCD;1;0
North America;Canada;Call Center : Rabat CA;CAS-4520289-N3Y6Y4;Resolved;28/01/2025;28/01/2025;Adam Es-Salmi;Alberta Health Services;MPS;Intervention Messages;Load Paper;;MX51x;MX511de;HDIS;;;;701544HH0K3HN;1;0
North America;Canada;Call Center : Rabat CA;CAS-4538790-X1N3F7;Resolved;03/02/2025;03/02/2025;Adam Es-Salmi;Alberta Health Services;MPS;Intervention Messages;Load Paper;;MX51x;MX511de;HDIS;;;;701544HH0K3HN;1;0
North America;Canada;Call Center : Rabat CA;CAS-4492908-N9K5L2;Resolved;20/01/2025;20/01/2025;Adam Es-Salmi;Alberta Health Services;MPS;Intervention Messages;Load Paper;;MX51x;MX511de;HDIS;;;;701544HH0K3N0;1;0
North America;Canada;Call Center : Rabat CA;CAS-4484596-Q9S0Z5;Resolved;16/01/2025;16/01/2025;Hicham Imam;Alberta Health Services;MPS;Intervention Messages;Load Paper;;MX51x;MX511de;HDIS;;;;701545HH0KVP6;1;0
North America;Canada;Call Center : Rabat CA;CAS-4481238-H3T7X8;Resolved;15/01/2025;15/01/2025;Amine Ennajih;Alberta Health Services;MPS;Intervention Messages;Load Paper;;MX51x;MX511de;HDIS;;;;701545HH0KVWC;1;0
North America;Canada;Call Center : Rabat CA;CAS-4526398-Q4T6X8;Resolved;29/01/2025;29/01/2025;Adam Es-Salmi;Alberta Health Services;MPS;Intervention Messages;Load Paper;;MX51x;MX511de;HDIS;;;;701545HH0KVWH;1;0
North America;Canada;Call Center : Rabat CA;CAS-4548625-R8K1H1;Resolved;05/02/2025;05/02/2025;Hicham Imam;Alberta Health Services;MPS;Intervention Messages;Load Paper;;MX51x;MX511de;HDIS;;;;701545HH0L55P;1;0
North America;Canada;Call Center : Rabat CA;CAS-4681595-S5J5P5;Resolved;17/03/2025;17/03/2025;Amine Ennajih;Alberta Health Services;MPS;Intervention Messages;Load Paper;;MX51x;MX511de;HDIS;;;;70155PHH0WK88;1;0
North America;Canada;Call Center : Rabat CA;CAS-4656162-H8M5Y7;Resolved;10/03/2025;11/03/2025;Mohammed Debich;Alberta Health Services;MPS;Intervention Messages;Load Paper;;MX51x;MX511de;HDIS;;;;70155PHH0Y1YZ;1;0
North America;Canada;;CAS-4464667-Q6X4C5;Resolved;10/01/2025;10/01/2025;webMethods CRM Prod;Alberta Health Services;MPS;Intervention Messages;Load Paper;;MX51x;MX511de;HDIS;;;;70157GHH1TX7R;1;0
North America;Canada;Call Center : Rabat CA;CAS-4543075-G4M2F2;Resolved;04/02/2025;04/02/2025;Amine Ennajih;Alberta Health Services;MPS;Intervention Messages;Load Paper;;MX61x;MX611dhe;HDIS;;;;701645HH052LP;1;0
North America;Canada;Call Center : Rabat CA;CAS-4474688-H6C2L7;Resolved;14/01/2025;14/01/2025;Yassine El Khattary;Alberta Health Services;MPS;Intervention Messages;Load Paper;;MX61x;MX611dhe;HDIS;;;;70165PHH07B7Y;1;0
North America;Canada;Call Center : Rabat CA;CAS-4710611-W7J5R7;Resolved;25/03/2025;25/03/2025;Amine Ennajih;Alberta Health Services;MPS;Intervention Messages;Load Paper;;MX61x;MX611dhe;HDIS;;;;70165PHH07BGY;1;0
North America;Canada;Call Center : Rabat CA;CAS-4511563-V7H2C6;Resolved;24/01/2025;24/01/2025;Adam Es-Salmi;Alberta Health Services;MPS;Intervention Messages;Load Paper;;MX52x;MX522adhe;HDIS;;11580626;3395 Hospital Dr NW;701723640WHC0;1;1
North America;Canada;Call Center : Rabat CA;CAS-4547812-V9B5V4;Resolved;05/02/2025;05/02/2025;Mohammed Debich;Alberta Health Services;MPS;Intervention Messages;Load Paper;;MX52x;MX522adhe;HDIS;;;;701723640WHC0;1;0
North America;Canada;Call Center : Rabat CA;CAS-4665452-V3N2Y4;Resolved;12/03/2025;12/03/2025;Mohammed El Hachimi;Alberta Health Services;MPS;Intervention Messages;Load Paper;;MX52x;MX522adhe;HDIS;;;;701723640WHC0;1;0
North America;Canada;Call Center : Rabat CA;CAS-4695431-C1X0K4;Resolved;20/03/2025;20/03/2025;Amine Ennajih;Alberta Health Services;MPS;Intervention Messages;Load Paper;;MX52x;MX521ade;HDIS;;;;701723940WZ14;1;0
North America;Canada;Call Center : Rabat CA;CAS-4687144-G5H3D3;Resolved;18/03/2025;18/03/2025;Soufiane El hachmi;Alberta Health Services;MPS;Intervention Messages;Load Paper;;MX52x;MX522adhe;HDIS;;;;701732840Z59P;1;0
North America;Canada;Call Center : Rabat CA;CAS-4689771-R3C4T2;Resolved;19/03/2025;19/03/2025;Amine Ennajih;Alberta Health Services;MPS;Intervention Messages;Load Paper;;MX62x;MX622adhe;HDIS;;;;701832340LYPP;1;0
North America;Canada;Call Center : Rabat CA;CAS-4715075-S1L4J5;Resolved;27/03/2025;27/03/2025;Mohammed Debich;Alberta Health Services;MPS;Intervention Messages;Load Paper;;MX53x;MX532adwe;HDIS;;;;70203422029G7;1;0
North America;Canada;Call Center : Rabat CA;CAS-4440392-H6X1Y7;Resolved;02/01/2025;02/01/2025;Mohammed El Hachimi;Alberta Health Services;MPS;Intervention Messages;Load Paper;;MX63x;MX632adwe;HDIS;;;;70203482033RK;1;0
North America;Canada;Call Center : Rabat CA;CAS-4451986-D0X6P1;Resolved;07/01/2025;07/01/2025;Amine Ennajih;Alberta Health Services;MPS;Intervention Messages;Load Paper;;MX63x;MX632adwe;HDIS;;;;7020404204DFC;1;0
North America;Canada;Call Center : Rabat CA;CAS-4610155-T8S8W4;Resolved;24/02/2025;24/02/2025;Soufiane El hachmi;Alberta Health Services;MPS;Intervention Messages;Load Paper;;MX53x;MX532adwe;HDIS;;;;7020404204H1X;1;0
North America;Canada;Call Center : Rabat CA;CAS-4623690-S5D0S7;Resolved;27/02/2025;27/02/2025;Mohammed El Hachimi;Alberta Health Services;MPS;Intervention Messages;Load Paper;;MX53x;MX532adwe;HDIS;;;;7020404204H2M;1;0
North America;Canada;Call Center : Rabat CA;CAS-4456225-R3N4W7;Resolved;08/01/2025;08/01/2025;Lamyae Belghali;Alberta Health Services;MPS;Intervention Messages;Load Paper;;MX53x;MX532adwe;HDIS;;;;7020404204HNF;1;0
North America;Canada;Call Center : Rabat CA;CAS-4480498-X0F9C6;Resolved;15/01/2025;15/01/2025;Amine Ennajih;Alberta Health Services;MPS;Intervention Messages;Load Paper;;MX53x;MX532adwe;HDIS;;;;7020424306LN3;1;0
North America;Canada;Call Center : Rabat CA;CAS-4511782-K1C5K1;Resolved;24/01/2025;27/01/2025;Soufiane El hachmi;Alberta Health Services;MPS;Intervention Messages;Load Paper;;MX91x;MX911dte;HDIS;;;;7421013002725;1;0
North America;Canada;Call Center : Rabat CA;CAS-4628199-F2S9T5;Resolved;01/03/2025;01/03/2025;Hicham Imam;Alberta Health Services;MPS;Intervention Messages;Load Paper;;MX91x;MX911dte;HDIS;;;;7421013009519;1;0
North America;Canada;Call Center : Rabat CA;CAS-4525696-M2Z8C9;Resolved;29/01/2025;29/01/2025;Adam Es-Salmi;Alberta Health Services;MPS;Intervention Messages;Load Paper;;MX71x;MX710dhe;HDIS;;;;7463369903B5R;1;0
North America;Canada;Call Center : Rabat CA;CAS-4474736-F3J1L3;Resolved;14/01/2025;14/01/2025;Amine Ennajih;Alberta Health Services;MPS;Intervention Messages;Load Paper;;MX71x;MX711dthe;HDIS;;;;7463479906C11;1;0
North America;Canada;Call Center : Rabat CA;CAS-4658308-S0Z8T9;Resolved;10/03/2025;10/03/2025;Amine Ennajih;Alberta Health Services;MPS;Intervention Messages;Load Paper;;MX81x;MX810dfe;HDIS;;;;74634C6600ZLT;1;0
North America;Canada;Call Center : Rabat CA;CAS-4520681-V3K9Q0;Resolved;28/01/2025;28/01/2025;Adam Es-Salmi;Alberta Health Services;MPS;Intervention Messages;Load Paper;;MX81x;MX810dfe;HDIS;;;;74635C6600FF2;1;0
North America;Canada;Call Center : Rabat CA;CAS-4545431-D2Q5P5;Resolved;04/02/2025;04/02/2025;Adam Es-Salmi;Alberta Health Services;MPS;Intervention Messages;Load Paper;;MX81x;MX810dme;HDIS;;;;74636C6601NG7;1;0
North America;Canada;Call Center : Rabat CA;CAS-4522395-Q2M7P3;Resolved;28/01/2025;29/01/2025;Adam Es-Salmi;Alberta Health Services;MPS;Intervention Messages;Load Paper;;MX71x;MX711dthe;HDIS;;;;74636C660293B;1;0
North America;Canada;Call Center : Rabat CA;CAS-4713398-S4N3D1;Resolved;26/03/2025;26/03/2025;Mohammed El Hachimi;Alberta Health Services;MPS;Intervention Messages;Load Paper;;MX71x;MX711dthe;HDIS;;;;74636C6602942;1;0
North America;Canada;Call Center : Rabat CA;CAS-4614773-R2F8C6;Resolved;25/02/2025;25/02/2025;Adam Es-Salmi;Alberta Health Services;MPS;Intervention Messages;Load Paper;;MX81x;MX810dte;HDIS;;;;74637D66025T5;1;0
North America;Canada;Call Center : Rabat CA;CAS-4472015-K6R6C3;Resolved;13/01/2025;13/01/2025;Amine Ennajih;Alberta Health Services;MPS;Intervention Messages;Load Paper;;CX51x;CX510dhe;HDIS;;;;7527179468FWT;1;0
North America;Canada;Call Center : Rabat CA;CAS-4647671-V7D7Z2;Resolved;06/03/2025;06/03/2025;Hicham Imam;Alberta Health Services;MPS;Intervention Messages;Load Paper;;CX51x;CX510dhe;HDIS;;;;7527229464WMP;1;0
North America;Canada;Call Center : Rabat CA;CAS-4599209-Y4H5Q8;Resolved;20/02/2025;20/02/2025;Walid Talbi;Alberta Health Services;MPS;Intervention Messages;Load Paper;;CX62x;CX625adhe;HDIS;;;;752923414PB3P;1;0
North America;Canada;Call Center : Rabat CA;CAS-4529601-H7L4K5;Resolved;30/01/2025;30/01/2025;Amine Ennajih;Alberta Health Services;MPS;Intervention Messages;Load Paper;;CX62x;CX625adhe;HDIS;;;;752923714PND2;1;0
North America;Canada;Call Center : Rabat CA;CAS-4452101-N1R5P6;Resolved;07/01/2025;07/01/2025;Mohammed El Hachimi;Alberta Health Services;MPS;Intervention Messages;Load Paper;;CX73x;CX735adse;HDIS;;;;7530324311GD5;1;0
North America;Canada;Call Center : Rabat CA;CAS-4530553-X0S0W8;Resolved;30/01/2025;30/01/2025;Mohammed El Hachimi;Alberta Health Services;MPS;Intervention Messages;Load Paper;;CX63x;CX635adwe;HDIS;;;;7531425033W2M;1;0
North America;Canada;Call Center : Rabat CA;CAS-4627116-D8Z3D4;Resolved;28/02/2025;28/02/2025;Adam Es-Salmi;Alberta Health Services;MPS;Intervention Messages;Load Paper;;CX63x;CX635adwe;HDIS;;;;7531425033W4V;1;0
North America;Canada;Call Center : Rabat CA;CAS-4636873-Z8F1D3;Resolved;04/03/2025;04/03/2025;Amine Ennajih;Alberta Health Services;MPS;Intervention Messages;Load Paper;;CX63x;CX635adwe;HDIS;;;;7531425033W5Y;1;0
North America;Canada;Call Center : Rabat CA;CAS-4457331-J3X7J3;Resolved;08/01/2025;09/01/2025;Yassine El Khattary;Alberta Health Services;MPS;Intervention Messages;Load Paper;;X95x;X950de;HDIS;;;;7558100409769;1;0
North America;Canada;Call Center : Rabat CA;CAS-4479799-Z6T9Y4;Resolved;15/01/2025;15/01/2025;Amine Ennajih;Alberta Health Services;MPS;Intervention Messages;Load Paper;;X95x;X950de;HDIS;;;;7558100409769;1;0
North America;Canada;Call Center : Rabat CA;CAS-4484344-F6W2F3;Resolved;16/01/2025;16/01/2025;Walid Talbi;Alberta Health Services;MPS;Intervention Messages;Load Paper;;X95x;X950de;HDIS;;;;7558102534887;1;0
North America;Canada;Call Center : Rabat CA;CAS-4704548-K6D5C6;Resolved;24/03/2025;24/03/2025;Mohammed El Hachimi;Alberta Health Services;MPS;Intervention Messages;Load Paper;;CX83x;CX833xse;HDIS;;;;756641301019V;1;0
North America;Canada;Call Center : Rabat CA;CAS-4690518-G4F8K0;Resolved;19/03/2025;19/03/2025;Soufiane El hachmi;Alberta Health Services;MPS;Intervention Messages;Load Paper;;CX94x;CX943adtse;HDIS;;;;75800LK652667;1;0
North America;Canada;Call Center : Rabat CA;CAS-4562669-V6X0X5;Resolved;10/02/2025;10/02/2025;Mohammed Debich;Alberta Health Services;MPS;Intervention Messages;Load Paper;;CX94x;CX943adtse;HDIS;;;;75800LK652920;1;0
North America;Canada;Call Center : Rabat CA;CAS-4689335-P2L2Q6;Resolved;19/03/2025;19/03/2025;Soufiane El hachmi;Alberta Health Services;MPS;Intervention Messages;Load Paper;;X65x;X656dte;HDIS;;;;793FFY6;1;0
North America;Canada;Call Center : Rabat CA;CAS-4557937-W4D7F4;Resolved;07/02/2025;12/02/2025;Hicham Imam;Alberta Health Services;MPS;Intervention Messages;Load Paper;;T65x;T654dtn;HDIS;;;;794FK78;1;0
North America;Canada;Call Center : Rabat CA;CAS-4677274-F7K0Z2;Resolved;14/03/2025;14/03/2025;Mohammed El Hachimi;Alberta Health Services;MPS;Intervention Messages;Load Paper;;X65x;X656dte;HDIS;;;;79G3XZV;1;0
North America;Canada;Call Center : Rabat CA;CAS-4475311-P7G4K6;Resolved;14/01/2025;14/01/2025;Mohammed El Hachimi;Alberta Health Services;MPS;Supply Item Issues;Maintenance Kit;;MS61x;MS610dte;HDIS;;;;45146PHH375TG;1;0
North America;Canada;Call Center : Rabat CA;CAS-4452145-V3L4R1;Resolved;07/01/2025;07/01/2025;Amine Ennajih;Alberta Health Services;MPS;Supply Item Issues;Maintenance Kit;;CS51x;CS510de;HDIS;;;;5027049458TT4;1;0
North America;Canada;Call Center : Rabat CA;CAS-4673178-L8W1N7;Resolved;13/03/2025;13/03/2025;Amine Ennajih;Alberta Health Services;MPS;Supply Item Issues;Maintenance Kit;;CS51x;X954dhe;HDIS;;;;5027199465NYR;1;0
North America;Canada;Call Center : Rabat CA;CAS-4708756-Y7M0C5;Resolved;25/03/2025;26/03/2025;Ayman Elassal;Alberta Health Services;MPS;Supply Item Issues;Maintenance Kit;;CS51x;X954dhe;HDIS;;;;502723946DZXF;1;0
North America;Canada;Call Center : Rabat CA;CAS-4524601-X0Z5Z0;Resolved;29/01/2025;29/01/2025;Walid Talbi;Alberta Health Services;MPS;Supply Item Issues;Maintenance Kit;;MX51x;MX511de;HDIS;;;;701545HH0MD22;1;0
North America;Canada;Call Center : Rabat CA;CAS-4460386-X5Y2T8;Resolved;09/01/2025;09/01/2025;Mohammed Debich;Alberta Health Services;MPS;Supply Item Issues;Maintenance Kit;;MX61x;MX611dhe;HDIS;;;;701645HH052K8;1;0
North America;Canada;Call Center : Rabat CA;CAS-4511701-N3V3J0;Resolved;24/01/2025;24/01/2025;Lamyae Belghali;Alberta Health Services;MPS;Supply Item Issues;Maintenance Kit;;MX91x;MX911dte;HDIS;;;;7421013003604;1;0
North America;Canada;Call Center : Rabat CA;CAS-4497002-Y7V6X5;Resolved;21/01/2025;21/01/2025;Hicham Imam;Alberta Health Services;MPS;Supply Item Issues;Maintenance Kit;;CX62x;CX625adhe;HDIS;;;;752923414PB1Y;1;0
North America;Canada;Call Center : Rabat CA;CAS-4726616-N7F7F5;Resolved;31/03/2025;31/03/2025;Mohammed El Hachimi;Alberta Health Services;MPS;Supply Item Issues;Maintenance Kit;;X95x;X950de;HDIS;;;;7558100415832;1;0
North America;Canada;Call Center : Rabat CA;CAS-4708254-B3V4K2;Resolved;25/03/2025;28/03/2025;Soufiane El hachmi;Alberta Health Services;MPS;Supply Item Issues;Maintenance Kit;;X79x;X792dtpe;HDIS;;;;7562469474R9C;1;0
North America;Canada;Call Center : Rabat CA;CAS-4652441-S4V7S6;Resolved;07/03/2025;07/03/2025;Adam Es-Salmi;Alberta Health Services;MPS;Supply Item Issues;Maintenance Kit;;X79x;X792dte;HDIS;;;;7562499474W9C;1;0
North America;Canada;Call Center : Rabat CA;CAS-4484442-X1K9C2;Resolved;16/01/2025;21/01/2025;Hicham Imam;Alberta Health Services;MPS;Supply Item Issues;Maintenance Kit;;X79x;X792dte;HDIS;;;;7562499474W9R;1;0
North America;Canada;Call Center : Rabat CA;CAS-4471960-H2C8G3;Resolved;13/01/2025;13/01/2025;Mohammed Debich;Alberta Health Services;MPS;Supply Item Issues;Maintenance Kit;;X79x;X792dte;HDIS;;;;75624994G6688;1;0
North America;Canada;Call Center : Rabat CA;CAS-4647825-C8F5T6;Resolved;06/03/2025;06/03/2025;Mohammed El Hachimi;Alberta Health Services;MPS;Supply Item Issues;Maintenance Kit;;C73x;C736dtn;HDIS;;;;9447303;1;0
North America;Canada;Call Center : Rabat CA;CAS-4672623-G7T7L6;Resolved;13/03/2025;13/03/2025;Hicham Imam;Alberta Health Services;MPS;Supply Item Issues;Maintenance Kit Low or Nearly Low;;MX51x;MX511de;HDIS;;;;70155PHH0Y206;1;0
North America;Canada;Call Center : Rabat CA;CAS-4543212-D2G0W3;Resolved;04/02/2025;04/02/2025;Ayman Elassal;Alberta Health Services;MPS;Supply Item Issues;Maintenance Kit Low or Nearly Low;;MX51x;MX511de;HDIS;;;;70156PHH161D5;1;0
North America;Canada;Call Center : Rabat CA;CAS-4603948-Y7Z6D6;Resolved;21/02/2025;21/02/2025;Soufiane El hachmi;Alberta Health Services;MPS;Supply Item Issues;Maintenance Kit Low or Nearly Low;;MX51x;MX511de;HDIS;;;;70156PHH18XXG;1;0
North America;Canada;Call Center : Rabat CA;CAS-4635680-T3P8X0;Resolved;04/03/2025;04/03/2025;Yassine El Khattary;Alberta Health Services;MPS;Supply Item Issues;Maintenance Kit Low or Nearly Low;;MX61x;MX611dhe;HDIS;;;;70166PHH08YVM;1;0
North America;Canada;Call Center : Rabat CA;CAS-4652038-C9X3Q8;Resolved;07/03/2025;07/03/2025;Hicham Imam;Alberta Health Services;MPS;Supply Item Issues;Maintenance Kit Low or Nearly Low;;MX61x;MX611dhe;HDIS;;;;70167GHH0C51H;1;0
North America;Canada;Call Center : Rabat CA;CAS-4610093-G1M4M5;Resolved;24/02/2025;24/02/2025;Mohammed Debich;Alberta Health Services;MPS;Supply Item Issues;Maintenance Kit Low or Nearly Low;;MX91x;MX911dte;HDIS;;;;7421013140357;1;0
North America;Canada;Call Center : Rabat CA;CAS-4594768-L4H0Z5;Resolved;19/02/2025;20/02/2025;Soufiane El hachmi;Alberta Health Services;MPS;Supply Item Issues;Maintenance Kit Low or Nearly Low;;MX81x;MX810dfe;HDIS;;;;74634C6600VW1;1;0
North America;Canada;Call Center : Rabat CA;CAS-4619552-P8F4V6;Resolved;26/02/2025;01/03/2025;Hicham Imam;Alberta Health Services;MPS;Supply Item Issues;Maintenance Kit Low or Nearly Low;;CX51x;CX510dhe;HDIS;;;;752725946D84T;1;0
North America;Canada;Call Center : Rabat CA;CAS-4632316-X7P6P5;Resolved;03/03/2025;03/03/2025;Mohammed El Hachimi;Alberta Health Services;MPS;Supply Item Issues;Maintenance Kit Low or Nearly Low;;CX51x;CX510dhe;HDIS;;;;752725946D84T;1;0
North America;Canada;Call Center : Rabat CA;CAS-4540916-V3T9T2;Resolved;03/02/2025;03/02/2025;Ayman Elassal;Alberta Health Services;MPS;Supply Item Issues;Maintenance Kit Low or Nearly Low;;X95x;X950de;HDIS;;11590948;3401 48 Ave;7558100410190;1;1
North America;Canada;Call Center : Rabat CA;CAS-4712661-S3S0X4;Resolved;26/03/2025;26/03/2025;Soufiane El hachmi;Alberta Health Services;MPS;Supply Item Issues;Maintenance Kit Low or Nearly Low;;X95x;X950de;HDIS;;;;7558100410190;1;0
North America;Canada;Call Center : Rabat CA;CAS-4683056-P0Y2S2;Resolved;17/03/2025;18/03/2025;Mohammed El Hachimi;Alberta Health Services;MPS;Intervention Messages;Maintenance Kit Nearly Low;;MX71x;MX711dthe;HDIS;;;;74635C660346W;1;0
North America;Canada;Call Center : Rabat CA;CAS-4663182-Z2T7J6;Resolved;12/03/2025;21/03/2025;Hicham Imam;Alberta Health Services;Base Warranty;Connectivity Issues;Network Communication error message;;MS63x;MS632dwe;HDIS;;;;46024373099B4;1;0
North America;Canada;Call Center : Rabat CA;CAS-4695365-S9V3L4;Resolved;20/03/2025;21/03/2025;Hicham Imam;Alberta Health Services;MPS;Connectivity Issues;Network Communication error message;;MS61x;MS610dte;HDIS;;;;451444HH19TFP;1;0
North America;Canada;Call Center : Rabat CA;CAS-4640383-K9R7M3;Resolved;05/03/2025;05/03/2025;Hicham Imam;Alberta Health Services;MPS;Connectivity Issues;Network Communication error message;;MS61x;MS610dte;HDIS;;;;451444HH1GCNF;1;0
North America;Canada;Call Center : Rabat CA;CAS-4562440-F3F7B9;Resolved;10/02/2025;10/02/2025;Mohammed Debich;Alberta Health Services;MPS;Connectivity Issues;Network Communication error message;;MS61x;MS610dte;HDIS;;;;451455HH26R6Z;1;0
North America;Canada;Call Center : Rabat CA;CAS-4492978-J6S2K4;Resolved;20/01/2025;20/01/2025;Mohammed Debich;Alberta Health Services;MPS;Connectivity Issues;Network Communication error message;;MS41x;MS415dn;HDIS;;;;45145PLM2P1HH;1;0
North America;Canada;Call Center : Rabat CA;CAS-4591096-Q3J6X7;Resolved;18/02/2025;18/02/2025;Hicham Imam;Alberta Health Services;MPS;Connectivity Issues;Network Communication error message;;MS61x;MS610dte;HDIS;;;;45146PHH34XDW;1;0
North America;Canada;Call Center : Rabat CA;CAS-4540544-M6S7N1;Resolved;03/02/2025;03/02/2025;Amine Ennajih;Alberta Health Services;MPS;Connectivity Issues;Network Communication error message;;MS41x;MS415dn;HDIS;;;;45146PLM2XH1Y;1;0
North America;Canada;Call Center : Rabat CA;CAS-4630928-M4C5T6;Resolved;03/03/2025;04/03/2025;Soufiane El hachmi;Alberta Health Services;MPS;Connectivity Issues;Network Communication error message;;MS62x;MS622de;HDIS;;;;460033452GXHZ;1;0
North America;Canada;Call Center : Rabat CA;CAS-4476683-M9G7W3;Resolved;14/01/2025;15/01/2025;Mohammed Debich;Alberta Health Services;MPS;Connectivity Issues;Network Communication error message;;MS63x;MS632dwe;HDIS;;;;4602424306VY4;1;0
North America;Canada;Call Center : Rabat CA;CAS-4497577-W4W0Q2;Resolved;21/01/2025;21/01/2025;Hicham Imam;Alberta Health Services;MPS;Connectivity Issues;Network Communication error message;;CS53x;CS531dw;HDIS;;;;50314240313BH;1;0
North America;Canada;Call Center : Rabat CA;CAS-4508069-V0X7Z0;Resolved;24/01/2025;24/01/2025;Hicham Imam;Alberta Health Services;MPS;Connectivity Issues;Network Communication error message;;MX51x;MX511de;HDIS;;;;70155PHH0WCP7;1;0
North America;Canada;Call Center : Rabat CA;CAS-4589592-N5H4F3;Resolved;18/02/2025;18/02/2025;Soufiane El hachmi;Alberta Health Services;MPS;Connectivity Issues;Network Communication error message;;MX51x;MX511de;HDIS;;;;70157GHH1DLP2;1;0
North America;Canada;Call Center : Rabat CA;CAS-4533936-J8J8Y5;Resolved;31/01/2025;31/01/2025;Amine Ennajih;Alberta Health Services;MPS;Connectivity Issues;Network Communication error message;;MX61x;MX611dhe;HDIS;;;;70166PHH08RWV;1;0
North America;Canada;Call Center : Rabat CA;CAS-4613005-H3Z3K1;Resolved;25/02/2025;25/02/2025;Amine Ennajih;Alberta Health Services;MPS;Connectivity Issues;Network Communication error message;;MX62x;MX622adhe;HDIS;;;;701832340LYD2;1;0
North America;Canada;Call Center : Rabat CA;CAS-4497594-D8M9J2;Resolved;21/01/2025;21/01/2025;Hicham Imam;Alberta Health Services;MPS;Connectivity Issues;Network Communication error message;;MX63x;MX632adwe;HDIS;;;;7020402204086;1;0
North America;Canada;Call Center : Rabat CA;CAS-4497597-F3K0K1;Resolved;21/01/2025;21/01/2025;Hicham Imam;Alberta Health Services;MPS;Connectivity Issues;Network Communication error message;;MX63x;MX632adwe;HDIS;;;;7020402204086;1;0
North America;Canada;Call Center : Rabat CA;CAS-4533573-J5S1Q3;Resolved;31/01/2025;31/01/2025;Amine Ennajih;Alberta Health Services;MPS;Connectivity Issues;Network Communication error message;;MX53x;MX532adwe;HDIS;;;;7020404204HRF;1;0
